mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_criterion	param_max_depth	param_max_features	param_min_samples_leaf	param_min_samples_split	param_n_estimators	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	mean_test_score	std_test_score	rank_test_score
0.6924291372299194	0.05053788213951518	0.04657576084136963	0.004510184188628251	entropy	10	14	4	4	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 180}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.2907947778701783	0.04399517678266166	0.08115735054016113	0.007924620434686171	entropy	10	14	4	4	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 280}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
2.2431995630264283	0.17794415937838892	0.14766912460327147	0.017893375488687666	entropy	10	14	4	4	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 380}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
0.0025930166244506835	0.0006610227873378435	0.0	0.0	entropy	10	14	4	5	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': -20}													49
0.5937658786773682	0.07334278174480201	0.043135976791381835	0.009520971702866083	entropy	10	14	4	5	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 80}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.2284176349639893	0.06320357183920026	0.07269501686096191	0.004639003967840777	entropy	10	14	4	5	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 180}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.983815360069275	0.12255630797478698	0.12125768661499023	0.019863608214206952	entropy	10	14	4	5	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.619417142868042	0.1046479124189734	0.1415015935897827	0.012233024005588266	entropy	10	14	4	5	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 380}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
0.0027911901473999024	0.0008679681890956883	0.0	0.0	entropy	10	14	6	2	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': -20}													49
0.5101215600967407	0.024338133185577593	0.034208035469055174	0.0020932869036266806	entropy	10	14	6	2	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 80}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9806451612903225	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008773611091333997	31
1.1325656414031982	0.04585405635456518	0.07305316925048828	0.010014477104266622	entropy	10	14	6	2	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 180}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
1.710074257850647	0.042644398892687424	0.10700321197509766	0.007957629467580366	entropy	10	14	6	2	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.3086584329605104	0.04733215929527468	0.13888468742370605	0.011614940524742682	entropy	10	14	6	2	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
0.0023443937301635743	0.0006326903771100889	0.0	0.0	entropy	10	14	6	3	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': -20}													49
0.4983327388763428	0.01305846293704898	0.0390122652053833	0.006838743143061242	entropy	10	14	6	3	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 80}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.0852189779281616	0.026790442392157825	0.06702024936676025	0.0038911201024591675	entropy	10	14	6	3	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 180}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.6995818853378295	0.034632091577644894	0.10618152618408203	0.008996817339015598	entropy	10	14	6	3	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.5003973484039306	0.102172780593314	0.1523423433303833	0.020515697448809957	entropy	10	14	6	3	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
0.002192783355712891	0.0003988508364666176	0.0	0.0	entropy	10	14	6	4	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 4, 'n_estimators': -20}													49
0.47957041263580324	0.026066645364787307	0.03365170955657959	0.0033674443980335573	entropy	10	14	6	4	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 4, 'n_estimators': 80}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
1.1028607368469239	0.03683909671147909	0.06735823154449463	0.005094982982415066	entropy	10	14	6	4	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 4, 'n_estimators': 180}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.6914977550506591	0.030902385272924104	0.1028062105178833	0.004256677064093929	entropy	10	14	6	4	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 4, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.2521802186965942	0.036147357103011014	0.14443562030792237	0.016113134934837466	entropy	10	14	6	4	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 4, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
0.003189873695373535	0.0012445789139331497	0.0	0.0	entropy	10	14	6	5	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': -20}													49
0.4951977491378784	0.018975363920332767	0.035371041297912596	0.005275756729839346	entropy	10	14	6	5	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': 80}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
1.0519888877868653	0.028155462921893488	0.07419605255126953	0.007281095710707561	entropy	10	14	6	5	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': 180}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
1.6577995777130128	0.037384211706476135	0.10428526401519775	0.014942366719054918	entropy	10	14	6	5	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.266881990432739	0.05704673280685126	0.13627731800079346	0.004560880568605675	entropy	10	14	6	5	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9806451612903225	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008773611091333997	31
0.003990840911865234	0.003844079251635097	0.0	0.0	entropy	10	14	8	2	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': -20}													49
0.47714576721191404	0.011615399853456672	0.03506162166595459	0.0036018480243401037	entropy	10	14	8	2	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 80}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.0478106498718263	0.031574143222729216	0.07055799961090088	0.008264210072822582	entropy	10	14	8	2	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 180}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.637452983856201	0.029983091381101588	0.10287528038024903	0.0070355709634941305	entropy	10	14	8	2	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.2817410945892336	0.05779839121116753	0.14328887462615966	0.013260646681319193	entropy	10	14	8	2	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
0.002458524703979492	0.00045167353437480063	0.0	0.0	entropy	10	14	8	3	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 3, 'n_estimators': -20}													49
0.49213123321533203	0.014532114822536274	0.0386488676071167	0.00777898251049688	entropy	10	14	8	3	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 3, 'n_estimators': 80}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9806451612903225	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008773611091333997	31
1.2368598222732543	0.08138703215311846	0.07495260238647461	0.007800270516264801	entropy	10	14	8	3	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 3, 'n_estimators': 180}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.7484064817428588	0.06239696801438855	0.09692976474761963	0.007343546173617371	entropy	10	14	8	3	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 3, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.2537078142166136	0.02826528842224062	0.14237632751464843	0.007595391242723096	entropy	10	14	8	3	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 3, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
0.002544260025024414	0.000789595542951902	0.0	0.0	entropy	10	14	8	4	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': -20}													49
0.47435798645019533	0.016534578443245043	0.0342451810836792	0.005733748284148461	entropy	10	14	8	4	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 80}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
1.1213299751281738	0.047000798641825506	0.06856393814086914	0.006209875681761674	entropy	10	14	8	4	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 180}	1.0	1.0	0.9870967741935484	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9903183912861333	0.008285625490653372	31
1.6433305501937867	0.05108287132100738	0.10625622272491456	0.008503802327303488	entropy	10	14	8	4	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.2759103059768675	0.04068370560007257	0.1353072166442871	0.008521326592767721	entropy	10	14	8	4	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
0.0021934032440185545	0.0003984259207712193	0.0	0.0	entropy	10	14	8	5	-20	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': -20}													49
0.48746063709259035	0.015175258419529537	0.03590967655181885	0.004708301053298598	entropy	10	14	8	5	80	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 80}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
1.0487250804901123	0.014835661830810058	0.06713042259216309	0.0058102661341367335	entropy	10	14	8	5	180	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 180}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
1.636706781387329	0.03282621098726662	0.10672080516815186	0.0087891018976053	entropy	10	14	8	5	280	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 280}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
2.0797385454177855	0.20303891808639496	0.113106107711792	0.029661118502219037	entropy	10	14	8	5	380	{'criterion': 'entropy', 'max_depth': 10, 'max_features': 14, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 380}	1.0	1.0	0.9935483870967742	0.9935483870967742	0.9806451612903225	0.9870967741935484	0.9870967741935484	1.0	0.9741935483870968	0.9935064935064936	0.9909635525764559	0.00826079671129768	1
